eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,target1,natlty1,natlty1_txt,gname,guncertain1,individual,weaptype1,weaptype1_txt,nkill,property,ishostkid,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,date,inflation_rate
199601030021,1996,1,3,0,60,Egypt,10,Middle East & North Africa,Minya,Mallawi,27.732365,30.843773,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,113.0,Alleged Informant,Police informants,60.0,Egypt,Unknown,0.0,0,5,Firearms,2.0,0,0.0,PGIS,-9,-9,0,-9,1996-01-03,7.19
199601070003,1996,1,7,0,60,Egypt,10,Middle East & North Africa,Monufia,Salakah,30.558611,31.060833,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,1,Business,3.0,Bank/Commerce,Bank,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,0.0,1,0.0,PGIS,0,1,0,1,1996-01-07,7.19
199601120005,1996,1,12,0,60,Egypt,10,Middle East & North Africa,Minya,Beni Ebeid,27.952221999999995,30.780833,1.0,0,0,1,1,1.0,0.0,1,0,1,Assassination,14,Private Citizens & Property,72.0,Farmer,Farmer,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,PGIS,-9,-9,0,-9,1996-01-12,7.19
199601260003,1996,1,26,0,60,Egypt,10,Middle East & North Africa,Minya,Ridah,28.010769,30.789906,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,19,Transportation,100.0,Train/Train Tracks/Trolley,Passenger train,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,1,0.0,PGIS,-9,-9,0,-9,1996-01-26,7.19
199602010004,1996,2,1,0,60,Egypt,10,Middle East & North Africa,Minya,Abu Qurqas,27.929867,30.838026,1.0,0,1,1,1,-9.0,0.0,1,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Police Guard,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,PGIS,-9,-9,0,-9,1996-02-01,7.19
199602050008,1996,2,5,0,60,Egypt,10,Middle East & North Africa,Minya,Greiss,27.912076000000003,30.776051,2.0,0,1,1,1,-9.0,0.0,1,0,1,Assassination,1,Business,7.0,Retail/Grocery/Bakery,Shop owner (Christian),60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,PGIS,-9,-9,0,-9,1996-02-05,7.19
199602060003,1996,2,6,0,60,Egypt,10,Middle East & North Africa,Minya,Mallawi,27.732365,30.843773,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Police vehicle,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,2.0,1,0.0,PGIS,0,1,0,1,1996-02-06,7.19
199602080060,1996,2,8,0,60,Egypt,10,Middle East & North Africa,Minya,Abu Qurqas,27.929867,30.838026,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Police guards at church,60.0,Egypt,Unknown,0.0,0,5,Firearms,3.0,1,0.0,PGIS,-9,-9,0,-9,1996-02-08,7.19
199602160007,1996,2,16,0,60,Egypt,10,Middle East & North Africa,Asyut,Badari,26.992556,31.413811,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Police,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,0,0.0,PGIS,0,1,0,1,1996-02-16,7.19
199602160008,1996,2,16,0,60,Egypt,10,Middle East & North Africa,Asyut,Badari,26.992556,31.413811,1.0,0,1,1,1,0.0,0.0,0,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Policeman,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,0.0,0,0.0,PGIS,0,1,0,1,1996-02-16,7.19
199602160009,1996,2,16,0,60,Egypt,10,Middle East & North Africa,Asyut,Sahel Salim,27.064266,31.344778,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Policeman,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,2.0,0,0.0,PGIS,0,1,0,1,1996-02-16,7.19
199602190010,1996,2,19,0,60,Egypt,10,Middle East & North Africa,Asyut,Asyut,27.181122,31.179426,1.0,0,1,1,1,0.0,1.0,1,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Police,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,2.0,0,0.0,PGIS,0,1,0,1,1996-02-19,7.19
199602190011,1996,2,19,0,60,Egypt,10,Middle East & North Africa,Asyut,Asyut,27.181122,31.179426,1.0,0,1,1,1,0.0,1.0,1,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Police,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,2.0,0,0.0,PGIS,0,1,0,1,1996-02-19,7.19
199602240006,1996,2,24,0,60,Egypt,10,Middle East & North Africa,Asyut,Badari,26.992556,31.413811,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,1,Business,9.0,Farm/Ranch,farm (Christian),60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,8.0,1,0.0,PGIS,0,1,0,1,1996-02-24,7.19
199603280006,1996,3,28,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,4,Hijacking,6,Airports & Aircraft,42.0,Aircraft (not at an airport),Egyptair Airliner,60.0,Egypt,Bani Hilal Tribe,0.0,0,8,Incendiary,0.0,0,1.0,PGIS,0,0,0,0,1996-03-28,7.19
199604090023,1996,4,9,0,60,Egypt,10,Middle East & North Africa,Unknown,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,7,Facility/Infrastructure Attack,1,Business,3.0,Bank/Commerce,Bank,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,0.0,1,0.0,PGIS,0,1,0,1,1996-04-09,7.19
199604160008,1996,4,16,0,60,Egypt,10,Middle East & North Africa,Minya,Minya,28.097438,30.756499,1.0,0,1,1,1,-9.0,0.0,1,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Police guards,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,PGIS,-9,-9,0,-9,1996-04-16,7.19
199604180004,1996,4,18,0,60,Egypt,10,Middle East & North Africa,Giza,Giza,30.022924,31.185192,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,18,Tourists,97.0,Tourist,tourists,78.0,Greece,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,17.0,1,0.0,PGIS,0,1,1,1,1996-04-18,7.19
199604180005,1996,4,18,0,60,Egypt,10,Middle East & North Africa,Minya,Minya,28.097438,30.756499,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,14,Private Citizens & Property,73.0,Vehicles/Transportation,Vehicle,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,1,0.0,PGIS,0,1,0,1,1996-04-18,7.19
199605140010,1996,5,14,0,60,Egypt,10,Middle East & North Africa,Unknown,Tima,26.916667,31.433333,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Police,60.0,Egypt,Unknown,0.0,0,5,Firearms,4.0,1,0.0,PGIS,-9,-9,0,-9,1996-05-14,7.19
199606060006,1996,6,6,0,60,Egypt,10,Middle East & North Africa,Beni Suef,Beni Suef,29.063889,31.088889,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,22.0,"Police Building (headquarters, station, school)",Police rest house,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,1,0.0,PGIS,0,1,0,1,1996-06-06,7.19
199606110003,1996,6,11,0,60,Egypt,10,Middle East & North Africa,Unknown,Suez,29.966667,32.55,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Police,60.0,Egypt,Unknown,0.0,0,5,Firearms,2.0,1,0.0,PGIS,-9,-9,0,-9,1996-06-11,7.19
199607010005,1996,7,1,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,-9.0,0.0,1,0,9,Unknown,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Journalist,60.0,Egypt,Unknown,0.0,0,13,Unknown,0.0,0,0.0,PGIS,-9,-9,0,-9,1996-07-01,7.19
199607030007,1996,7,3,0,60,Egypt,10,Middle East & North Africa,Minya,Abu Qurqas,27.929867,30.838026,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Police patrol,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,1,0.0,PGIS,0,1,0,1,1996-07-03,7.19
199607200056,1996,7,20,0,60,Egypt,10,Middle East & North Africa,Minya,Mallawi,27.732365,30.843773,1.0,0,1,1,1,-9.0,0.0,1,0,1,Assassination,3,Police,113.0,Alleged Informant,Farmer/police informant,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,PGIS,-9,-9,0,-9,1996-07-20,7.19
199607300008,1996,7,30,0,60,Egypt,10,Middle East & North Africa,Minya,Abu Qurqas,27.929867,30.838026,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Policeman,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,0,0.0,PGIS,0,1,0,1,1996-07-30,7.19
199607310007,1996,7,31,0,60,Egypt,10,Middle East & North Africa,Minya,Tanda,27.679167,30.7725,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Security guard,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,0,0.0,PGIS,0,1,0,1,1996-07-31,7.19
199608020007,1996,8,2,0,60,Egypt,10,Middle East & North Africa,Minya,Mallawi,27.732365,30.843773,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Police guards/Village leader,60.0,Egypt,Unknown,0.0,0,5,Firearms,3.0,1,0.0,PGIS,-9,-9,0,-9,1996-08-02,7.19
199608120007,1996,8,12,0,60,Egypt,10,Middle East & North Africa,Minya,Minya,28.097438,30.756499,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Policeman/Farmer,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,2.0,0,0.0,PGIS,0,1,0,1,1996-08-12,7.19
199608160005,1996,8,16,0,60,Egypt,10,Middle East & North Africa,Minya,Mallawi,27.732365,30.843773,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,1,Business,7.0,Retail/Grocery/Bakery,Grocery store,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,1,0.0,PGIS,0,1,0,1,1996-08-16,7.19
199608170008,1996,8,17,0,60,Egypt,10,Middle East & North Africa,Sohag,Tahta,26.768056,31.493889000000003,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,1,Business,7.0,Retail/Grocery/Bakery,Gold shop,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,2.0,0,0.0,PGIS,0,1,0,1,1996-08-17,7.19
199608210007,1996,8,21,0,60,Egypt,10,Middle East & North Africa,Minya,Mallawi,27.732365,30.843773,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,14,Private Citizens & Property,69.0,Religion Identified,Coatic Christians,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,2.0,0,0.0,PGIS,0,1,0,1,1996-08-21,7.19
199608210008,1996,8,21,0,60,Egypt,10,Middle East & North Africa,Minya,Mallawi,27.732365,30.843773,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,1,Business,9.0,Farm/Ranch,Farmer,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,0,0.0,PGIS,0,1,0,1,1996-08-21,7.19
199608250011,1996,8,25,0,60,Egypt,10,Middle East & North Africa,Minya,Mallawi,27.732365,30.843773,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,14,Private Citizens & Property,76.0,House/Apartment/Residence,House-Village Chief,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,4.0,1,0.0,PGIS,0,1,0,1,1996-08-25,7.19
199608270005,1996,8,27,0,60,Egypt,10,Middle East & North Africa,Suez,Ataka,29.896389000000003,32.457778000000005,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,3,Police,113.0,Alleged Informant,Police informant-farmer,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,0,0.0,PGIS,0,1,0,1,1996-08-27,7.19
199609060003,1996,9,6,0,60,Egypt,10,Middle East & North Africa,Asyut,Al-Qusur,27.390278,30.893056,2.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,3,Police,113.0,Alleged Informant,Lawyer-Police informant,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,0,0.0,PGIS,0,1,0,1,1996-09-06,7.19
199609130005,1996,9,13,0,60,Egypt,10,Middle East & North Africa,Minya,Safay,27.895,30.803056,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Police Patrol,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,2.0,1,0.0,PGIS,0,1,0,1,1996-09-13,7.19
199609130006,1996,9,13,0,60,Egypt,10,Middle East & North Africa,Asyut,Al Zarabi,26.981111,31.270278,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Aux Police Guards,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,4.0,0,0.0,PGIS,0,1,0,1,1996-09-13,7.19
199609150004,1996,9,15,0,60,Egypt,10,Middle East & North Africa,Asyut,Sahel Salim,27.064266,31.344778,1.0,0,1,1,1,0.0,0.0,0,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Policemen,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,0.0,0,0.0,PGIS,0,1,0,1,1996-09-15,7.19
199609170006,1996,9,17,0,60,Egypt,10,Middle East & North Africa,Minya,Safay,27.895,30.803056,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Police Patrol,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,2.0,1,0.0,PGIS,0,1,0,1,1996-09-17,7.19
199609250004,1996,9,25,0,60,Egypt,10,Middle East & North Africa,Minya,Abu Qurqas,27.929867,30.838026,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,11,Maritime,58.0,Commercial Maritime,Cruise Boats on Nile,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,0.0,1,0.0,PGIS,0,1,0,1,1996-09-25,7.19
199610020007,1996,10,2,0,60,Egypt,10,Middle East & North Africa,Asyut,Asyut,27.181122,31.179426,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,20,Unknown,0.0,Unknown,Unk,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,3.0,1,0.0,PGIS,0,1,0,1,1996-10-02,7.19
199610020008,1996,10,2,0,60,Egypt,10,Middle East & North Africa,Asyut,Asyut,27.181122,31.179426,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Police,59.0,Ecuador,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,2.0,1,0.0,PGIS,0,1,1,1,1996-10-02,7.19
199610090004,1996,10,9,0,60,Egypt,10,Middle East & North Africa,Minya,Mallawi,27.732365,30.843773,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,1,Business,9.0,Farm/Ranch,Local Farmers,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,2.0,0,0.0,PGIS,0,1,0,1,1996-10-09,7.19
199610100014,1996,10,10,0,60,Egypt,10,Middle East & North Africa,Minya,Abu Qurqas,27.929867,30.838026,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,3,Police,0.0,Unknown,Suspected Police Collaborators,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,2.0,0,0.0,PGIS,0,1,0,1,1996-10-10,7.19
199611030005,1996,11,3,0,60,Egypt,10,Middle East & North Africa,Beni Suef,Beni Suef,29.063889,31.088889,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Police,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,1,0.0,PGIS,-9,-9,0,-9,1996-11-03,7.19
199611050004,1996,11,5,0,60,Egypt,10,Middle East & North Africa,Minya,Mallawi,27.732365,30.843773,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,1,Business,9.0,Farm/Ranch,Notary / Chicken Farms,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,0,0.0,PGIS,0,1,0,1,1996-11-05,7.19
199611150004,1996,11,15,0,60,Egypt,10,Middle East & North Africa,Minya,Qast Ghour,27.869968,30.731005,2.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Police Guard,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,0,0.0,PGIS,0,1,0,1,1996-11-15,7.19
199611240008,1996,11,24,0,60,Egypt,10,Middle East & North Africa,Minya,Deir Mawas,27.641389,30.849444,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,22.0,"Police Building (headquarters, station, school)",Police Station,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,3.0,1,0.0,PGIS,0,1,0,1,1996-11-24,7.19
199612020006,1996,12,2,0,60,Egypt,10,Middle East & North Africa,Minya,Minya,28.097438,30.756499,1.0,1,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Police Convoy,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,1,0.0,PGIS,0,1,0,1,1996-12-02,7.19
199701270007,1997,1,27,0,60,Egypt,10,Middle East & North Africa,Minya,Al-Ashmunin,27.775592,30.804838,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Retired Police General,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,0,0.0,PGIS,0,1,0,1,1997-01-27,4.63
199702120010,1997,2,12,0,60,Egypt,10,Middle East & North Africa,Minya,Kom Al-Zuheir,27.981111,30.808056,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,15,Religious Figures/Institutions,86.0,Place of Worship,Coptic Church,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,10.0,1,0.0,PGIS,0,1,0,1,1997-02-12,4.63
199702130002,1997,2,13,0,60,Egypt,10,Middle East & North Africa,Minya,Abu Qurqas,27.929867,30.838026,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,15,Religious Figures/Institutions,0.0,Unknown,Coptic Christians,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,3.0,0,0.0,PGIS,0,1,0,1,1997-02-13,4.63
199703130008,1997,3,13,0,60,Egypt,10,Middle East & North Africa,Gharbia,Ezbet Dawoud,30.874131,31.153340000000004,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Village,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,13.0,1,0.0,PGIS,0,1,0,1,1997-03-13,4.63
199703130009,1997,3,13,0,60,Egypt,10,Middle East & North Africa,Qena,Nag Hammadi,26.051389,32.238611,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,19,Transportation,100.0,Train/Train Tracks/Trolley,Train,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,1,0.0,PGIS,0,1,0,1,1997-03-13,4.63
199704080009,1997,4,8,0,60,Egypt,10,Middle East & North Africa,Minya,Minya,28.097438,30.756499,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Policeman and farmer,60.0,Egypt,Unknown,0.0,0,5,Firearms,2.0,1,0.0,PGIS,-9,-9,0,-9,1997-04-08,4.63
199704180016,1997,4,18,0,60,Egypt,10,Middle East & North Africa,Asyut,Dayrut,27.557791,30.811893,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Policemen/vehicle,60.0,Egypt,Unknown,0.0,0,5,Firearms,2.0,1,0.0,PGIS,-9,-9,0,-9,1997-04-18,4.63
199707040046,1997,7,4,0,60,Egypt,10,Middle East & North Africa,Minya,Abu Qurqas,27.929867,30.838026,1.0,1,1,1,1,-9.0,0.0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Police patrol (ambush),60.0,Egypt,Unknown,0.0,0,5,Firearms,3.0,1,0.0,PGIS,-9,-9,0,-9,1997-07-04,4.63
199707150012,1997,7,15,0,60,Egypt,10,Middle East & North Africa,Minya,Safay,27.895,30.803056,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Security patrol (ambush),60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,1,0.0,PGIS,-9,-9,0,-9,1997-07-15,4.63
199707220011,1997,7,22,0,60,Egypt,10,Middle East & North Africa,Minya,Minya,28.097438,30.756499,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,24.0,Police Checkpoint,Police checkpoint,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,5.0,1,0.0,PGIS,0,1,0,1,1997-07-22,4.63
199708190005,1997,8,19,0,60,Egypt,10,Middle East & North Africa,Asyut,Manfalut,27.31284,30.967388,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Police vehicles,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,5.0,1,0.0,PGIS,0,1,0,1,1997-08-19,4.63
199708310016,1997,8,31,0,60,Egypt,10,Middle East & North Africa,Minya,Tanda,27.679167,30.7725,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,14,Private Citizens & Property,113.0,Alleged Informant,Suspected police informants,60.0,Egypt,Unknown,0.0,0,5,Firearms,2.0,0,0.0,PGIS,-9,-9,0,-9,1997-08-31,4.63
199709060010,1997,9,6,0,60,Egypt,10,Middle East & North Africa,Minya,Greiss,27.912076000000003,30.776051,2.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Suspected informer,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,4.0,0,0.0,PGIS,0,1,0,1,1997-09-06,4.63
199709060011,1997,9,6,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Suspected informers,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,3.0,0,0.0,PGIS,0,1,0,1,1997-09-06,4.63
199709180006,1997,9,18,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,18,Tourists,96.0,Tour Bus/Van,Tourist bus,75.0,Germany,Unknown,0.0,0,5,Firearms,10.0,1,0.0,PGIS,-9,-9,1,1,1997-09-18,4.63
199709190007,1997,9,19,0,60,Egypt,10,Middle East & North Africa,Asyut,Dayrut,27.557791,30.811893,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Police vehicle,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,1.0,1,0.0,PGIS,0,1,0,1,1997-09-19,4.63
199710130007,1997,10,13,0,60,Egypt,10,Middle East & North Africa,Minya,Minya,28.097438,30.756499,1.0,0,1,1,1,0.0,1.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Policemen,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,11.0,1,0.0,PGIS,0,1,0,1,1997-10-13,4.63
199710130008,1997,10,13,0,60,Egypt,10,Middle East & North Africa,Minya,Minya,28.097438,30.756499,1.0,0,1,1,1,0.0,1.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Policemen,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,11.0,1,0.0,PGIS,0,1,0,1,1997-10-13,4.63
199710130009,1997,10,13,0,60,Egypt,10,Middle East & North Africa,Minya,Minya,28.097438,30.756499,1.0,0,1,1,1,0.0,1.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Policemen,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,11.0,1,0.0,PGIS,0,1,0,1,1997-10-13,4.63
199711120007,1997,11,12,0,60,Egypt,10,Middle East & North Africa,Qena,Nag Hammadi,26.051389,32.238611,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,19,Transportation,100.0,Train/Train Tracks/Trolley,Railroad station,60.0,Egypt,Unknown,0.0,0,5,Firearms,4.0,1,0.0,PGIS,-9,-9,0,-9,1997-11-12,4.63
199711150006,1997,11,15,0,60,Egypt,10,Middle East & North Africa,Faiyum,Tamiyyah,29.474121000000004,30.959152000000003,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Police vehicle,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,4.0,1,0.0,PGIS,0,1,0,1,1997-11-15,4.63
199711170011,1997,11,17,0,60,Egypt,10,Middle East & North Africa,Luxor,Luxor,25.71468,32.717499,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,18,Tourists,97.0,Tourist,Tourists,999.0,Multinational,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,58.0,1,0.0,PGIS,0,1,1,1,1997-11-17,4.63
199803220001,1998,3,22,0,60,Egypt,10,Middle East & North Africa,Al Qahirah (Governorate),Cairo,28.491669,30.802621,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,"Residents and property of Bani Mazar, Eygpt",60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,5,Firearms,4.0,1,0.0,CETIS,0,1,0,1,1998-03-22,3.87
